wallet,deposit_count,borrow_count,repay_count,redeem_count,liquidation_count,total_amount,first_tx,last_tx,unique_assets,score
0x00b8e23fe7ddea6791131decc5117023dc03cfb0,20,6,5,14,0,676413213706099.0,1623000910,1629563023,6,650
0x00ba0f9e3b612bc7b6712964848f2b1d3e75bbac,2,0,0,0,0,2.2,1626337753,1626753571,1,530
0x00ba8ccbf0c1ce62834d72706fe3236387f5da35,4,2,3,4,0,7689214699333.567,1621493603,1625713452,2,560
0x00ba93361a625e008023f30b6d031d6423f99140,2,0,0,0,0,11.981189,1626513519,1626952483,1,530
0x00bb0532dd949fab848d72a951a1d6c2b197d935,3,0,0,0,0,4948102398.001726,1626446126,1626784631,1,540
0x00bb6c783fce35b92e6cde0874abf2c580673753,1,0,0,0,0,111000000000000.0,1623000266,1623000266,1,520
0x00bb7c23500573ca6933778837c9dedd247e94d9,1,0,0,0,0,1.107763,1627023632,1627023632,1,520
0x00bb88a8309759a7c9f0a5c8e3a9364e8f564a8d,4,3,1,2,0,0.093777,1623146739,1623146741,1,550
0x00bbcd7ea98da5f60ee393533aaa9edeb8573167,9,6,0,1,0,265900002175451.62,1623203275,1623370187,3,620
0x00bbfa640a4bac8f3650373be8f4bd77f0472101,59,69,40,24,0,3.179561199909487e+16,1622923491,1630078080,8,650
0x00bbfa896cb54e2b1d3db2a7027368b43d344a21,1,0,0,0,0,28000000000.0,1620357483,1620357483,1,520
0x00bc82902a4fbfa08fc5da418f642209f7b10c0f,2,1,0,0,0,117722.56426099999,1628340940,1628342338,1,530
0x00bdc8be263d20bb3a83aaeadfef258dd409e2df,107,59,45,13,0,1.5664953169962726e+17,1620510398,1630359327,8,650
0x00be57e4ec695d077e63c5eb84187a7e70169279,0,0,0,4,0,23869.147993,1623935816,1624409958,1,510
0x00bf2f290d3aef716cd8127acc153c273c23c538,46,14,12,31,0,2.0853256026836744e+16,1618418758,1630524382,7,650
0x00bf6ec0064e1a733a0fcc6df071b2cf514ff0e8,6,3,4,5,0,1447.31845,1623705090,1623709182,1,570
0x00bf807dfb399cf973433599f2f23210ac54ca94,1,0,0,0,0,1.108732,1627018202,1627018202,1,520
0x00c26a3e7117cfe0e4afacff2a1be9e3d2384c6e,40,39,0,0,0,218432791326880.06,1623462824,1623718979,3,630
0x00c2ac8857ea018a1cc23d529ec26f55d0bc1849,3,0,0,0,0,2.100781,1626121339,1627068813,1,540
0x00c2e5aa91c2b6927a4e8533482c8217b450a6a1,83,35,15,23,0,2.9921744367175012e+19,1619832345,1630452510,4,640
0x00c31aa7aadc000a078b01e59d443b99fa64ef08,1,0,0,0,0,22500000000.0,1620035718,1620035718,1,520
0x00c33f577e35165e07dd9a43b2baf124163bac0a,4,1,0,0,0,1170070789096051.5,1627572857,1630557509,3,570
0x00c3a5aceb3fe926a7a9772a6c4efd9f6beb7d73,1,1,1,1,0,16553.961138,1623748379,1623897323,2,530
0x00c3a7a09fe2fed6f8c163202aea9cfad99874b3,52,22,7,21,1,1.1070087999488418e+16,1623347912,1630460420,5,620
0x00c3af852e2ca04d993382b3664f62aa45ae731e,1,0,0,0,0,1.61154,1626773078,1626773078,1,520
0x00c4803aa7cdfe5ae5d325b79d5c3c384e4a8ae9,2,0,0,0,0,1.995657,1626188821,1626700192,1,530
0x00c4a3ac304984f216b8a8a0c182fae7984c83dc,9,5,6,9,0,396580851518182.25,1622568946,1625141039,4,630
0x00c4db45dda03de5bae5417530723fd7dd03da3f,1,0,0,0,0,1.04553,1626625229,1626625229,1,520
0x00c4fd7e8e4a9680b9db58640c76d4a17bd09ee4,1,0,0,0,0,3802091668.813061,1626443416,1626443416,1,520
0x00c5514615e9aeb9cf51f2e635b33743ae062dfe,9,4,2,2,0,1198244742918604.0,1622405209,1622967822,2,610
0x00c5ed4823b1d2e496b75e53ddb2859aa70213a3,2,0,0,2,0,4361.1139330000005,1623480102,1624036534,1,530
0x00c609bb7806a47616de8cad327215ca70d45896,1,0,0,0,0,280000000000000.0,1624288058,1624288058,1,520
0x00c644e774d7b1a3a95154113f86b9e25350a111,0,0,0,4,0,1.0610609488037518e+16,1620143932,1626605820,3,530
0x00c6483e4f527144bb65dd2a93913abeba4dc545,1,0,0,0,0,109200000000.0,1622425991,1622425991,1,520
0x00c67d9d6d3d13b42a87424e145826c467cccd84,15,13,7,36,0,8.775451601866755e+16,1619208918,1629847359,8,650
0x00c6bf08de7e3c560357b0b4e27da2fa6f8519eb,16,24,4,4,2,3029740382382385.5,1621691537,1624498213,4,580
0x00c6e2363b84d2e7820c6b38ca1b46f7e0714668,4,0,0,0,0,10000000001.132122,1627210721,1627211289,3,570
0x00c7a23058e32effe114e99623b0df28861527d4,4,0,0,2,0,2160000000085761.2,1621901139,1623990970,3,570
0x00c844967b2ab4c5ac26f44dcbffa7c06897e18e,9,6,3,3,0,1.385721169921222e+16,1626156347,1627559405,5,640
0x00c98bc1a9458f9fb28887da8172e90df88da379,1,1,1,1,0,9660000000000000.0,1619341350,1619341438,2,530
0x00c9acc867f576baf35e96521d139115b316a48d,2,1,0,0,0,48548640171.01865,1629965086,1629965242,2,540
0x00c9e875ad0504a307aa7ab60997ea2658bc6aea,2,0,0,0,0,1.030967,1626191033,1626695067,1,530
0x00cc1cf9b3c95b432a90878bc2c2dbb7a3daaccb,1,1,1,1,0,1.16e+16,1620968980,1620969062,2,530
0x00cc4cae4ce9cbd5c87f877b1c81acb8cc8bf223,1,1,0,0,0,13000000000.005724,1629956872,1629956991,2,530
0x00cd259a3e1a649e8644d527d6b9a8fdf8165e7f,1,0,0,0,0,6548368474.04496,1627226469,1627226469,1,520
0x00cd45dcbe9c167b5942f8889d31dc1388cfd172,6,0,0,0,0,1456943211189978.5,1622521816,1626471060,2,580
0x00ce22866efe39c055ff21bda32b179a7683ab5f,1,1,1,1,0,4.611e+16,1619027769,1619027839,2,530
0x00ce56c1f4780f46309b52054454a9ec913dd31e,1,1,0,0,0,139.0,1623302326,1623694345,2,530
0x00cef331edda6c750fe87c52d829df082973693f,1,0,0,0,0,93000000000.0,1622422759,1622422759,1,520
0x00cf963f89e7d1a23c5c72dce92a9a8c600f4819,1,0,0,0,0,1.10122,1626667245,1626667245,1,520
0x00cfbd5d2e36dd8182318a074cb1f399b608bfec,4,2,4,2,0,141000000000414.12,1623426359,1624719106,3,570
0x00cfc6f8ff843a9b0b30f14e2310396a8743f5fc,1,0,0,0,0,1057857367717.7794,1626709367,1626709367,1,520
0x00d14484c10aaa9b981068a8c7d25d2d26629be8,1,0,0,0,0,98230564.873195,1626167500,1626167500,1,520
0x00d1c49844f3a2b3708ce59292f68570eef06286,1,0,0,1,0,656340335371.6667,1621595673,1623974981,1,520
0x00d1dd1e437980fb6e678cfc2ffc78a1f7a747d1,1,0,0,0,0,44.0,1626243966,1626243966,1,520
0x00d2432e6af76a8150a7609d7ff11dbe44de8e14,4,3,0,0,0,500000000001.82074,1626802784,1628589820,2,560
0x00d278f3163bf68e67b2eb05ef209e6f28bc7924,1,0,0,0,0,1.046023,1626879937,1626879937,1,520
0x00d29fbc981d05edba69bc0909e391a132271357,7,7,10,40,0,8.982485250307533e+16,1621117324,1628347511,7,620
0x00d353a1b6e1a3b3a23e849c5d51772bb7fdaece,2,1,0,0,0,2500000000000.0,1628570384,1628571078,1,530
0x00d3addc7cb1637c73359d41949a1a369d7f092a,36,19,23,29,0,1.1871719511612955e+17,1621047351,1624458140,5,650
0x00d3ecff51b5e5b957c33c5656486ebfd60e58a7,18,10,7,11,0,1320811162813331.2,1623486403,1630223163,5,650
0x00d46d105507a04d7e4592cf43bbbad964bc77ab,3,0,0,5,0,36300544038705.734,1618355920,1628252018,2,550
0x00d5201c4def4d1a199c63e07eac53f43252a0ea,5,7,1,0,4,552285037932545.06,1620672717,1626775320,4,470
0x00d5615d3446b1719e6ee0684218891bc5a2100c,7,5,0,0,0,3000000000890.9263,1623765426,1623939980,2,590
0x00d56e1bba3db460563516119dfced085898e17d,1,0,0,0,0,6860085569.866701,1626882343,1626882343,1,520
0x00d6cad0eb8fe405b4c27ca2071b0d0653b9c2fc,8,9,13,11,0,1031058435871493.9,1622535876,1623568011,4,620
0x00d7a50850a3cb1890bf300682bcd789571c012e,5,0,0,0,0,5999813713902065.0,1622515616,1629862819,4,590
0x00d831f24309b3271297f19b8e9be846c8c531c4,56,24,14,47,0,2.6180379297740896e+16,1622319883,1627581196,7,650
0x00d841275b1a04ea45e29273efa213c4a59e84a1,10,0,0,0,0,76547927906763.55,1623061443,1628518078,4,640
0x00d88be14e08e06865b156bb489e020a59cb68fe,1,0,0,0,0,1027621081727.5696,1626575369,1626575369,1,520
0x00d8a0f305698083d8af5a8b900b3b947f604b55,2,0,0,0,0,1.9714110000000002,1627057701,1627111897,1,530
0x00d8dc2f6648dfc0472a673d85f4bc022d5cd17a,2,2,0,1,0,1200000048035.1958,1619892469,1628591619,2,540
0x00d913a96a6ae3ffbd52030020e8b743f97ace86,2,0,0,1,0,70000000000177.56,1620629581,1622779740,2,540
0x00d94da07ea932ed8426e8dfd06615bda49b8022,16,12,4,4,0,740459524008516.2,1623490724,1630339086,5,650
0x00d9acf1d63eae19a1b0e416be85dd7754298ffc,2,1,0,0,0,639612613970000.0,1620042234,1621625716,1,530
0x00d9d164c3cdc126d33d541fe6e0cd55f4d4ed63,10,8,2,1,0,668598997736497.8,1622088189,1622785606,3,630
0x00da65b9d6ea469301021381f9b16cf3e80fa8b1,111,59,56,44,0,7.585987789554855e+18,1620796692,1624902242,5,650
0x00da855f0f8924c454c93ea7c5d5d96757e1e652,2,0,0,0,0,2700000000000.0,1626662451,1626662649,1,530
0x00da9446b29e3d2424b9db0c7e701ad33fdfedf4,1,1,1,1,0,1.2442000000000002e+16,1621346753,1621346921,2,530
0x00da96f79c5969a61b5b15c6f5f800d760fad316,1,0,0,0,0,109000000000.0,1622081549,1622081549,1,520
0x00da972a32c522b02771520fb5e70fcb056927fb,1,0,0,1,0,2.279461520292695e+17,1621083926,1621088867,1,520
0x00db170287aaa8a93b08cda808af76d11a5f0fff,11,8,5,2,0,2.4943499769649616e+16,1619714348,1628880028,3,630
0x00dc7f0ff419ed1634728a77146c6754541d2b82,8,6,3,8,0,528372902309616.25,1624503674,1625343285,6,630
0x00dcb0f4d625ca40a0f0cd2f45bbdbd343198793,6,4,4,6,0,6.3509769721640024e+16,1629188343,1629472582,3,590
0x00dd72466c9bc28c9765b406ea147c1e15dbc7ab,25,8,6,1,0,4183789115289159.0,1619796006,1630319904,6,650
0x00de3a8bdee6e682c3509d66a947d05a8ca797af,2,2,0,0,0,2300000000000.4,1628559719,1628560326,3,550
0x00df64b8044aa7126e0f88f286b3c483c5e5927a,2,0,0,0,0,1200000000000.0427,1622386665,1623315136,1,530
0x00df99e12315cac90f49527b07d753b7fe9faccd,2,3,1,0,0,372972311855.1159,1628566872,1628568048,2,540
0x00dfae7aeadc69fce49cf389d2bee4aae67aa656,1,1,0,0,0,28200000000.0,1620882818,1620882818,2,530
0x00e10883490fa8ed8e9cd59177a54d45cd025ef9,1,0,0,0,0,1.107129,1626950983,1626950983,1,520
0x00e14bea17f4e951fb695c52a66b3429da55a117,28,0,0,21,0,3994904560828685.5,1619751812,1623258475,6,650
0x00e1ac868592c1fd51ed72abca14930075ed892f,2,1,0,0,0,25501508470473.125,1626561219,1626561363,1,530
0x00e22b85d329650e35a9d664b7c408a57820f13f,56,20,15,65,0,3.431553026853354e+17,1622281517,1630419104,8,650
0x00e2362abcebe7833138bd460000ba5d4f6ee1e6,19,10,7,15,0,1280.1792350000003,1623588667,1623919931,1,610
0x00e294652292776e4d59f416ef35a73cae0e01dc,1,1,0,0,0,9960468566043.953,1621959477,1621959543,2,530
0x00e3088ddbd715f119651a58964ce1714b590f34,2,1,0,0,0,139.86410999999998,1626407644,1630141554,1,530
0x00e3df1133185a9effedabb79003d9c07ca69bc8,1,0,0,1,0,20698.000094000003,1628864265,1628864275,1,520
0x00e421ba23dbe6a165255be382f46fcb927f8951,1,1,0,0,0,3047.913819,1630115900,1630116360,1,520
0x00e4f6071dcfc268ed4487e2a004d01e3666107e,63,32,6,9,0,1.1434228040971797e+17,1621369140,1630338280,3,630
0x00e61c3f169f0b2888137918053bdadda121bb44,1,0,0,0,0,1.110079,1627056307,1627056307,1,520
0x00e61fabc261401d3c47b6178e86449ae9890d73,2,0,0,1,0,2027222738821.0872,1621752772,1624195031,1,530
0x00e650676a38478b3eee9e3eb741a6075b2c95c1,0,2,5,5,0,1.9508107433176486e+17,1623960519,1623971957,6,550
0x00e678b0cdae186eb3c4b08cfe3d1a698882c0af,20,9,4,5,0,1.0159542946351542e+16,1620971968,1625813384,2,620
0x00e6f654a108a16077be41abab58c3353f90e7cc,3,0,0,0,0,1500000500000.0,1626163226,1627043271,1,540
0x00e6f8d8fb80b0c302a6bd849b79982dc9945b15,2,1,1,3,0,199788354269287.9,1625232619,1626718975,3,550
0x00e7092c338d69f7ae230081d862d347ef9dcf1e,5,5,0,0,0,519194674827957.5,1625899886,1629905379,2,570
0x00e839bc0c9a130afe30974914c4b0100756cff4,278,82,29,79,0,2.385520587067913e+18,1619520180,1624758719,7,650
0x00e87eb4a651f339219658165b87c204de6a7e5f,1,0,0,0,0,1.055432,1626798982,1626798982,1,520
0x00e8909b79b3d40af0f22e37f81c9e3e9187d853,1,0,0,0,0,1500000000000.0,1626416976,1626416976,1,520
0x00e8b7df725ce993f179f071908a9d687815f2ba,1,0,0,1,0,2100.058884,1620892508,1620892532,1,520
0x00e928ef44122d31043f772b00b0d1821b020ff7,1,0,0,0,0,1.839767,1627221588,1627221588,1,520
0x00e979f43658ae9cfb838b07d4b3bc70f12b93cb,19,10,18,4,1,55412012848142.22,1621351796,1630308346,6,620
0x00e97bf0997013cc741dbcaafba8f439d474c879,1,0,0,0,0,1.0223,1626659203,1626659203,1,520
0x00e9ba3dc1ebd6f585b9f5bf8a33a975b5f8a7de,5,0,0,5,0,1200000013463.8308,1626653752,1630077596,2,570
0x00eaa7d80b05144a928492bb83b82cfa5e2914cd,1,0,0,0,0,1.0,1627122408,1627122408,1,520
0x00eacbbd373a91aa0d4485b0beb45b14816f835f,1,0,0,0,0,1.10822,1627114237,1627114237,1,520
0x00ead164c58ccf3d8fbe9aab4c806477db62e599,0,0,0,1,0,5004.809861,1629054850,1629054850,1,510
0x00eadb769d931de24bb9252c3cc3a6f8de3f86cb,5,3,3,5,0,117.42928400000001,1623584053,1623585385,2,570
0x00eb8dc1785a096d7006ca9c64aa4ad5f2706691,1,0,0,0,0,0.011253,1626700630,1626700630,1,520
0x00eda101a3b10f7164cce8ecdf305b1317ca0669,5,0,0,1,0,280000000001480.62,1629294670,1629909141,2,570
0x00eddd42021ba97a37097ad4286b893b206e12bc,18,6,14,17,1,662764077416748.9,1623401732,1628588222,7,620
0x00ee45c909dee53b4cf6af3a5fc3739cd2f9f2a3,10,5,0,1,0,3.1076656962329644e+16,1628505363,1630253630,5,650
0x00ee80c322d6e956d2629a73223605bbda946f2d,1,1,0,1,0,200000000004.99637,1624105617,1628573400,3,540
0x00ef17fb802141f4a12026c4492bafc43d8ab85e,10,9,2,0,0,168580384922433.78,1623178065,1629389719,7,650
0x00ef8b0cf8f81c2b40fc9233b16f2c21cd4f6f15,2,0,0,1,0,388.836324,1622885475,1623183505,1,530
0x00f00fa5ba62e19615bbf759b7155de7ba96f27b,17,2,5,4,0,1.629810989474099e+16,1629945834,1630537916,5,650
0x00f14df956a8e0b34e0c5bddb6e39dec48ec7baa,1,1,2,1,0,900208834566.7677,1623982782,1628986450,2,530
0x00f16ddf3034436fc981194a0192044ce90aa4c1,3,0,0,1,0,431156326002003.2,1622830948,1628108157,2,550
0x00f3fb9d81506fe69f504fa12325d1559280d635,1,0,0,1,0,0.072858,1621187865,1627658019,1,520
0x00f4765d1e007cefc091d84c2bcd1c16ddcc2c87,9,4,5,10,0,697259027947168.0,1628844994,1629496579,4,630
0x00f4fa7ac6f012e7e65d325022ba1397a83ca694,3,1,0,1,0,228000000000238.8,1623701963,1628787044,2,550
0x00f5481262d4845b292ba0c41752de258b3bbeec,27,10,9,37,0,2.5141451020043494e+17,1623908972,1626784395,7,650
0x00f57a995e566fa107d36ca5443629c7bee31213,1,1,1,0,0,739675034.621002,1626201582,1626201892,2,530
0x00f63722233f5e19010e5daf208472a8f27d304b,2,0,0,0,0,20030000000000.0,1621531368,1621531890,2,540
0x00f656a2953a15ddf8d9d9726b67dd4e61f238b9,5,3,3,6,0,99263182208842.58,1622974980,1623443381,4,590
0x00f6c46a5e9b0613ededa94072f065e46bc8176f,2,0,0,1,0,1.0000000000001648e+16,1621966651,1624198292,2,540
0x00f70714e95b8d092546acdc8e52a02d6eedc934,1,0,0,0,0,1337.171934,1618489558,1618489558,1,520
0x00f72bb4bd6c353685bed9077422dbf3d85e80a1,2,0,0,1,0,251999693007929.75,1622973166,1626601304,2,540
0x00f731bcd3a8d541a040a7586ff3d03dea48e31f,0,0,0,2,0,369710.716641,1624375477,1624592681,1,510
0x00f777857b95c1d0fe7564ae343d1a00c80b38f1,108,45,27,49,0,1048429613989261.1,1623046634,1628391401,6,650
0x00f83f560dea6e8317900beabc89be027da154f8,4,2,0,0,0,376957176269257.8,1625426310,1625589370,1,550
0x00f863703e78916a4487fcbfbda7a6944fa86538,2,0,0,2,0,535.5602899999999,1624728854,1625922933,1,530
0x00f8a06340b52aee151b871a915c06af3c053470,177,101,30,55,0,1223368708582116.0,1621315548,1624582509,8,650
0x00f8b6bf7cf6b0a173e14abc3d687dd03fe16bb0,1,0,0,0,0,1000000000000.0,1618565788,1618565788,1,520
0x00f8dcbf7f64e30efff649bd9f137af0eb80e4da,1,2,2,0,0,10000000000006.523,1630085112,1630126127,2,530
0x00f8dd0e37d5077fa256fadbaa216d9088a708e6,2,0,0,0,0,3133786014502.572,1626251928,1626751005,1,530
0x00f9126faecd227f6cd0ccba36865c9a7c55ff24,1,1,0,0,0,36900000000.0,1621071029,1621071029,2,530
0x00f9a33dfedbc3bddfb6ef4380dacfd9352c4d15,2,0,0,0,0,2.044302,1626580399,1626869065,1,530
0x00fa8021f0c2157ab005dd41b11d49ea30d7893a,1,0,0,0,0,1500000000000.0,1626791337,1626791337,1,520
0x00fbef9f0f9b0b6421c264a2020f14bca80291ca,1,0,0,3,0,6.940202788785019e+17,1622951806,1625527811,2,530
0x00fc6300b77a8ea902d576eafaa9ba40daa7c415,11,8,0,0,0,37705224957263.99,1619811711,1623052578,2,620
0x00fc9abc1ae9d1b71b89fd285cb6c73129f6da72,2,0,0,0,0,19076233088.95031,1626160717,1626706743,1,530
0x00fcad795d8a753c9064126b78cf0330436da09b,0,0,0,2,0,3000607438585704.0,1624110189,1626084060,2,520
0x00fce3e318dfc490be549b266e85af457ee3d65b,1,0,0,0,0,1.759493,1626414108,1626414108,1,520
0x00fdcbab290f89f3d03a21b1fa17fdd64bd2f1c8,1,0,0,0,0,100000000000.0,1621835554,1621835554,1,520
0x00fe37d2589cdec3cf55afaf4a482bca6b7b0ae6,1,0,0,0,0,1300000000000.0,1626952081,1626952081,1,520
0x00fea8ef6f337ce6aa8b5bb7086ace94dd0434a7,2,2,0,0,0,131000000000096.84,1617300172,1617300400,3,550
0x00ff162742cd72f0a726cf90138a832ab5f0d48e,1,1,0,0,0,29300000000.0,1620554364,1620554364,1,520
0x00ffb2daca4977f6edb65b21c21184eee6a5a72a,1,1,0,0,0,150000000160.49496,1628559227,1628559265,1,520
0x0100569d3daa2d258f8b21d4ec833ed21d2ff2dd,70,0,0,0,0,250000000.00045025,1620571672,1622489560,3,630
0x01017b2d24a37f5c74bc2291eb8743937aad1ff6,2,0,0,0,0,4102674766.402218,1626274803,1626956081,2,540
0x010286f16ec2f351c7575caf45c07d758a184793,2,0,0,0,0,3357066668.017219,1626169450,1626694671,2,540
0x0102b4bf6272eae55dffc8008ba81ac2bab58ca0,2,1,0,0,0,180000000000267.0,1625389306,1625993007,2,540
0x0104712abf87649bc5a0844b490fcf924f76da81,1,0,0,0,0,94700000000.0,1622350515,1622350515,1,520
0x0104b9e629be9b419a5f0b4974de5e8f2bb06399,6,4,2,3,0,583187278698441.6,1623527985,1623850013,2,580
0x0104d7a50c942735fd96ed6ab3423cac7e2db0d7,0,0,0,1,0,193.968213,1625985888,1625985888,1,510
0x0105c26c5d013bb32223dbb2a4bbd98e9b0c320a,2,1,1,2,0,177166142570051.66,1619790202,1619898395,3,550
0x010716be97151c482b999a87477aca6b2d122ed1,1,0,0,0,0,4019486063.922668,1626672407,1626672407,1,520
0x0107aacde8714bd13357fc856d6b93b3f8b543e9,59,28,21,22,0,1.2134705324289029e+17,1626104197,1630595261,6,650
0x0107e33b5776e3052fdd624d6246df4f1d8ecddd,0,2,6,3,0,159950283727935.1,1623905450,1623906506,4,540
0x01080306fab7721ae1dbff1909df46b92a2c0b8c,24,23,14,12,0,21210415485262.934,1624451789,1626301523,4,640
0x0108678baac8accdcbff80294564f74725330907,19,1,1,4,0,5858244104633542.0,1624976739,1629511284,4,640
0x01087080dca984b607e1ebf263330431f979e528,17,14,9,9,0,529217868791375.7,1621575623,1623957857,1,610
0x010a078ff877852f0f18b6a910f7964ff18498f4,1,0,0,0,0,1300000000000.0,1626673657,1626673657,1,520
0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,8,0,0,3,0,53115539877377.42,1617660556,1622226272,4,620
0x010b19435d2bcae650c41af62440e2de08444026,2,1,1,1,0,12299085517902.05,1627665812,1628221812,2,540
0x010b7eb359ff40fd261ac917003dc21058c32055,5,0,0,4,0,91822000013512.5,1623902586,1624302766,4,590
0x010c9d0abf2925400c37ee688215d34dd3e1ec08,69,0,0,0,0,240000000.00045025,1620571660,1622489422,3,630
0x010cb104dc1ce1cf2010ee993c74aa347271a686,1,0,0,0,0,9.7e-05,1626172382,1626172382,1,520
0x010d23b534006f4e4f174a7530d7d9e3c131732a,53,11,6,22,0,3.016487843620437e+16,1619780910,1629749893,8,650
0x010da4bb5ed14c387bc92de075b58e2d0cee23b1,1,5,8,3,0,8170997002601548.0,1624546135,1628530692,5,560
0x010da5ff62b6e45f89fa7b2d8ced5a8b5754ec1b,1,0,0,1,0,5000000000001.401,1619552826,1622664262,2,530
0x010e0d20b256620b6ab77729c8152112e0b78561,1,0,0,7,0,500000000242305.5,1621313449,1622643809,3,540
0x010e3a3a9aaf3d8ee76b26d154f8c16c970f477e,2,1,0,0,0,1200000000002.0,1628565603,1628566255,2,540
0x010e86d5c98a9bf2d232a3a73ea289a79b545b16,1,0,0,0,0,1.1,1626789665,1626789665,1,520
0x010e891bf7045dd54a0a70b96a77c7b4cfc24640,1,0,0,0,0,100000000000.0,1621845447,1621845447,1,520
0x010e92ac8b581c760a4f3c877a4558e8cc278c70,4,3,4,5,0,6813.039220999999,1624393170,1624733970,1,550
0x010eefc75fce6c266573960812b987fa22b6c64e,1,1,1,1,0,4.4472e+16,1619249161,1619249239,2,530
0x010f6b049a5e8e963060b283486795630e5d83e2,3,5,2,0,0,1082730061622623.9,1623932260,1630484437,4,570
0x010f995c1f0784b39865fb0dbeaf98311f3cc52c,1,1,0,0,0,157000000000023.34,1629916920,1629970922,2,530
0x01102f208a263a1b3844a1bfac5444cbfe7d052f,11,5,5,9,0,2503596045481462.0,1622245234,1623954133,5,650
0x011128170cd4f77f90af9dbb7501b10112efb31e,1,0,0,0,0,1999420000000.0,1626763800,1626763800,1,520
0x0111aa45d978c43bdee2b7690e33c65648fc06cb,1,0,0,0,0,107400000000.0,1622422031,1622422031,1,520
0x0111dcc6fc2df10b1145fdcfed2bcf1b1c00de91,1,1,0,0,0,11000000000.0,1628580247,1628580447,1,520
0x01139728b71405424f148e82c090f9097ba69e2c,1,0,0,0,0,80.0,1622350425,1622350425,1,520
0x0113983234c06a01834e6c173efab06f04de2122,1,0,0,0,0,1.10769,1627043371,1627043371,1,520
0x0113e5d1ca256159d7e7f37fd334ef1f7ee5d39b,1,0,0,0,0,1.066878,1626860904,1626860904,1,520
0x0113e5f85ae18da390377823825946fc45582d1f,7,2,1,2,0,7692392730977963.0,1622377229,1624973753,2,590
0x0114572c98f3756064b4be09cf02f05ef7f867a6,1,1,0,0,0,110000000000.0,1628848711,1628848725,1,520
0x0114d2ec12d3c70f90d9a9d827930c66b435c61e,1,0,0,0,0,19000000000.0,1620355195,1620355195,1,520
0x01151b41131ed0bc3268dad9be8fab765205bd71,2,0,0,0,0,338000000000000.0,1627512533,1627512667,1,530
0x0116ed59d76aaaf9ab5ef88807ab33b24df36efd,43,2,2,3,0,10015935817535.43,1622450939,1623702341,1,610
0x0116fdba1f1dc87f91fcafe2fb365ca829cee686,95,64,26,38,0,4.686784896398119e+17,1622221150,1629306434,8,650
0x01173bd5895acf19c67f6170f15d503d4153cf04,17,0,0,26,0,54633250781262.9,1621282240,1630051965,4,640
0x0118473b89b9b267953921c26760394db9da6ec3,2,0,0,0,0,12824856131.402342,1626594100,1626704159,1,530
0x011a62dc7a6c2969a764ec1acd67081029100d57,3,0,0,0,0,1000000000002.0,1629382036,1629382244,3,560
0x011b042a0573972f547b885c86279291b04c6020,12,11,7,11,0,6110426579845713.0,1625052707,1629112499,7,650
0x011b552b17d1a78af3be9f5b9fa85b6d66fc7dad,3,3,4,3,2,162500297781352.6,1621276090,1622383463,4,510
0x011b7c26193af783f967621d9be90a8bc6a9abd3,2,0,0,0,0,3000000000000.0,1626754415,1626830354,1,530
0x011c3a587254b7312d78f2c8ba5adc41a1ed1357,66,40,48,80,0,4.115346456205505e+16,1619655778,1627064843,8,650
0x011c8e8496801c553b480c7fb8a34eb729b18537,1,0,0,0,0,4409873827.63341,1626667275,1626667275,1,520
0x011d826f9ced58896b8046e7afc995f366538cce,5,0,0,0,0,18078574775.95312,1626188875,1626865557,1,560
0x011e2c14c24fdac66a77802061d8ea26814e5154,2,0,0,0,0,67.114666,1626276329,1627072678,2,540
0x011e3916f0932f0c0b62261e03b729eeb4e8da85,1,0,0,0,0,1.00778,1626598298,1626598298,1,520
0x011e6bf0b2fccc01f137cfe776e1b1121f31fbaa,17,16,26,23,1,1.9786446850807916e+16,1620746886,1627820716,7,620
0x011e835885e78d9f1c92e580dae0e142a33cf25e,1,1,1,1,0,1990000000000.2842,1618143043,1618143119,2,530
0x011e8572c0e339b659add9fbf24ba1328cde7ca9,1,0,0,0,0,95900000000.0,1622453751,1622453751,1,520
0x01209fa47cd0bf3f6b7d0ecf8598e031f57a7543,4,0,0,0,0,45000098695175.86,1624312555,1624659114,3,570
0x01212602bb6ef285d7fca99430283ba780fe5950,2,1,1,1,0,300744499700709.56,1623436917,1628312209,2,540
0x01213e995cd6272ebbb929311b50787296f25600,15,14,8,15,0,8023916723121869.0,1623377411,1630364593,7,650
0x01214a235c6767040c8fef6bd33519a6c7ad79ae,45,157,85,25,1,1.728214949637981e+18,1619954425,1630565436,7,620
0x012186399add91fcdc4504bcd9c44a2169d4b32c,1,0,0,0,0,4.999161,1626684146,1626684146,1,520
0x0121a5499577090838ac2d987c2fab300ab13858,2,0,0,0,0,1.248032,1626185391,1627203885,1,530
0x0121ce9b0af57bd51a9e2d2534175a9c4a949975,3,0,0,0,0,4400000000000.0,1626590440,1626883433,1,540
0x01222a114552e89e4c548170f8c1f4d5460d255a,137,37,31,79,0,9.122971269127458e+16,1618556254,1629921664,8,650
0x0122a648094d10ea18ae72673aea0334fae4d3a5,145,20,25,37,0,1.331020435724349e+18,1618697293,1624858874,7,650
0x0122f83912932a2d3631340168795c42b6716290,2,0,0,0,0,3.0,1626701147,1627179415,1,530
0x012430f934bc381d9f59a28ea34363bce170353d,5,0,0,0,0,53951763436.623955,1622012696,1626665865,2,570
